timestamp,date,latitude,longitude
1649794250,"2022-04-12 20:10:50",47.261645,-122.477705
1649794282,"2022-04-12 20:11:22",47.261368,-122.477721
1649794312,"2022-04-12 20:11:52",47.261093,-122.477728
1649794349,"2022-04-12 20:12:29",47.260906,-122.47803
1649794379,"2022-04-12 20:12:59",47.26063,-122.477986
1649794408,"2022-04-12 20:13:28",47.26036,-122.478001
1649794440,"2022-04-12 20:14:00",47.260083,-122.47801
1649794473,"2022-04-12 20:14:33",47.259806,-122.47793
1649794504,"2022-04-12 20:15:04",47.259534,-122.477967
1649794538,"2022-04-12 20:15:38",47.25923,-122.477991
1649794571,"2022-04-12 20:16:11",47.258956,-122.477986
1649794626,"2022-04-12 20:17:06",47.258456,-122.477911
1649794660,"2022-04-12 20:17:40",47.258182,-122.47791
1649794693,"2022-04-12 20:18:13",47.257914,-122.477858
1649794729,"2022-04-12 20:18:49",47.257617,-122.477813
1649794758,"2022-04-12 20:19:18",47.257343,-122.47785
1649794789,"2022-04-12 20:19:49",47.25707,-122.477868
1649794815,"2022-04-12 20:20:15",47.256791,-122.477847
1649794847,"2022-04-12 20:20:47",47.256515,-122.477838
1649794880,"2022-04-12 20:21:20",47.256242,-122.477838
1649794918,"2022-04-12 20:21:58",47.255915,-122.477841
1649794947,"2022-04-12 20:22:27",47.255639,-122.477825
1649794995,"2022-04-12 20:23:15",47.255365,-122.477825
1649795056,"2022-04-12 20:24:16",47.255336,-122.477424
1649795099,"2022-04-12 20:24:59",47.255281,-122.476793
1649795130,"2022-04-12 20:25:30",47.255336,-122.476399
1649795174,"2022-04-12 20:26:14",47.255356,-122.476001
1649795203,"2022-04-12 20:26:43",47.255336,-122.47559
1649795236,"2022-04-12 20:27:16",47.25536,-122.475188
1649795272,"2022-04-12 20:27:52",47.255243,-122.474784
1649795312,"2022-04-12 20:28:32",47.255618,-122.475159
1649795343,"2022-04-12 20:29:03",47.255421,-122.47469
1649796201,"2022-04-12 20:43:21",47.255339,-122.474052
1649796238,"2022-04-12 20:43:58",47.255506,-122.473719
1649796287,"2022-04-12 20:44:47",47.255526,-122.473082
1649796317,"2022-04-12 20:45:17",47.255533,-122.472676
1649796347,"2022-04-12 20:45:47",47.255485,-122.472251
1649796378,"2022-04-12 20:46:18",47.255544,-122.471782
1649796454,"2022-04-12 20:47:34",47.255433,-122.471405
1649796514,"2022-04-12 20:48:34",47.255305,-122.470742
1649796544,"2022-04-12 20:49:04",47.25537,-122.47028
1649796604,"2022-04-12 20:50:04",47.255407,-122.46942
1649796664,"2022-04-12 20:51:04",47.255368,-122.468653
1649796724,"2022-04-12 20:52:04",47.255428,-122.467943
1649796753,"2022-04-12 20:52:33",47.255445,-122.46753
1649796784,"2022-04-12 20:53:04",47.255531,-122.467129
1649796814,"2022-04-12 20:53:34",47.255371,-122.466633
1649796843,"2022-04-12 20:54:03",47.255416,-122.466198
1649796904,"2022-04-12 20:55:04",47.2554,-122.465432
1649796964,"2022-04-12 20:56:04",47.25529,-122.464661
1649796994,"2022-04-12 20:56:34",47.25549,-122.464291
1649797024,"2022-04-12 20:57:04",47.255635,-122.4639
1649797055,"2022-04-12 20:57:35",47.255948,-122.463604
1649797085,"2022-04-12 20:58:05",47.255789,-122.463278
1649797177,"2022-04-12 20:59:37",47.255971,-122.462976
1649797225,"2022-04-12 21:00:25",47.256045,-122.46226
1649797284,"2022-04-12 21:01:24",47.256209,-122.461577
1649797314,"2022-04-12 21:01:54",47.25626,-122.461153
1649797344,"2022-04-12 21:02:24",47.256219,-122.46072
1649797405,"2022-04-12 21:03:25",47.256408,-122.459867
1649797464,"2022-04-12 21:04:24",47.256449,-122.459108
1649797494,"2022-04-12 21:04:54",47.256566,-122.458721
1649797525,"2022-04-12 21:05:25",47.256453,-122.458292
1649797559,"2022-04-12 21:05:59",47.256521,-122.457901
1649797605,"2022-04-12 21:06:45",47.256597,-122.457274
1649797665,"2022-04-12 21:07:45",47.256633,-122.456525
1649797724,"2022-04-12 21:08:44",47.256767,-122.455887
1649797754,"2022-04-12 21:09:14",47.256782,-122.455482
1649797814,"2022-04-12 21:10:14",47.256839,-122.454811
1649797874,"2022-04-12 21:11:14",47.256937,-122.454022
1649797934,"2022-04-12 21:12:14",47.257034,-122.453315
1649797994,"2022-04-12 21:13:14",47.257092,-122.45269
1649798087,"2022-04-12 21:14:47",47.257224,-122.451897
1649798118,"2022-04-12 21:15:18",47.257216,-122.45141
1649798179,"2022-04-12 21:16:19",47.257208,-122.450903
1649798208,"2022-04-12 21:16:48",47.257252,-122.45048
1649798238,"2022-04-12 21:17:18",47.257335,-122.45002
1649798297,"2022-04-12 21:18:17",47.257377,-122.449511
1649798328,"2022-04-12 21:18:48",47.257507,-122.449103
1649798364,"2022-04-12 21:19:24",47.257506,-122.448701
1649798399,"2022-04-12 21:19:59",47.257534,-122.448305
1649798432,"2022-04-12 21:20:32",47.25764,-122.447934
1649798464,"2022-04-12 21:21:04",47.257659,-122.447536
1649798498,"2022-04-12 21:21:38",47.257679,-122.44713
1649798531,"2022-04-12 21:22:11",47.257715,-122.446733
1649798566,"2022-04-12 21:22:46",47.257793,-122.446346
1649798610,"2022-04-12 21:23:30",47.257799,-122.445943
1649798662,"2022-04-12 21:24:22",47.257865,-122.44555
1649798710,"2022-04-12 21:25:10",47.258025,-122.445195
1649798741,"2022-04-12 21:25:41",47.258086,-122.444801
1649798780,"2022-04-12 21:26:20",47.258195,-122.444431
1649798808,"2022-04-12 21:26:48",47.258316,-122.444069
1649798844,"2022-04-12 21:27:24",47.258337,-122.443619
1649798913,"2022-04-12 21:28:33",47.258279,-122.443231
1649798945,"2022-04-12 21:29:05",47.25803,-122.443063
1649798971,"2022-04-12 21:29:31",47.257798,-122.442857
1649799006,"2022-04-12 21:30:06",47.257566,-122.442653
1649799088,"2022-04-12 21:31:28",47.257691,-122.442061
1649799120,"2022-04-12 21:32:00",47.257756,-122.441675
1649799153,"2022-04-12 21:32:33",47.257835,-122.441283
1649799237,"2022-04-12 21:33:57",47.25786,-122.440799
1649799310,"2022-04-12 21:35:10",47.257786,-122.440409
1649799348,"2022-04-12 21:35:48",47.257525,-122.440254
1649799392,"2022-04-12 21:36:32",47.257264,-122.440368
1649799421,"2022-04-12 21:37:01",47.256986,-122.44034
1649799450,"2022-04-12 21:37:30",47.256716,-122.440288
1649799485,"2022-04-12 21:38:05",47.256456,-122.440169
1651034481,"2022-04-27 04:41:21",47.37134,-122.550493
1651035541,"2022-04-27 04:59:01",47.371377,-122.550435
1651038062,"2022-04-27 05:41:02",47.371394,-122.55044
1651038362,"2022-04-27 05:46:02",47.371395,-122.550438
1651038663,"2022-04-27 05:51:03",47.371396,-122.550442
1651038961,"2022-04-27 05:56:01",47.371396,-122.550442
1651039231,"2022-04-27 06:00:31",47.371397,-122.550442
1651039531,"2022-04-27 06:05:31",47.371397,-122.55044
1651039801,"2022-04-27 06:10:01",47.371397,-122.550438
