id,newid,Y15_BusPer,Y15_SciPer,Y15_EdLegper,Y15_HealPer,Y15_OfficePer,Y15_ExtrPer,Y15_LogiPer
1500000US530530613005,530613005,0.048387097,0,0,0.043010753,0.166666667,0.325268817,0.142473118
1500000US530530613006,530613006,0.096952909,0.024930748,0.221606648,0.058171745,0.227146814,0.157894737,0.088642659
1500000US530530614001,530614001,0.036585366,0.053658537,0.131707317,0.02195122,0.36097561,0.224390244,0.036585366
1500000US530530614002,530614002,0.031674208,0,0.104072398,0.036199095,0.624434389,0.095022624,0.040723982
1500000US530530614003,530614003,0.234920635,0.031746032,0.168253968,0,0.26984127,0.136507937,0.019047619
1500000US530530615001,530615001,0.202819957,0.087852495,0.203904555,0.03362256,0.223427332,0.096529284,0.039045553
1500000US530530615002,530615002,0.177333333,0.032,0.249333333,0.116,0.18,0.170666667,0.049333333
1500000US530530615003,530615003,0.093235832,0.042047532,0.190127971,0,0.166361974,0.243144424,0.115173675
1500000US530530615004,530615004,0.13372093,0,0.100775194,0.093023256,0.234496124,0.197674419,0.189922481
1500000US530530616011,530616011,0.160621762,0.125647668,0.230569948,0.094559585,0.182642487,0.146373057,0.025906736
1500000US530530616021,530616021,0.148514851,0.103960396,0.121287129,0.170792079,0.158415842,0.138613861,0.091584158
1500000US530530617001,530617001,0.100166945,0.065108514,0.096828047,0.111853088,0.265442404,0.136894825,0.016694491
1500000US530530617002,530617002,0.013071895,0.019607843,0.11546841,0.058823529,0.111111111,0.11328976,0.05664488
1500000US530530617003,530617003,0.209964413,0.035587189,0.170818505,0.049822064,0.224199288,0.227758007,0.081850534
1500000US530530617004,530617004,0.023809524,0.183673469,0.027210884,0,0.173469388,0.098639456,0.397959184
1500000US530530617005,530617005,0.075242718,0,0.201456311,0,0.259708738,0.17961165,0.050970874
1500000US530530618001,530618001,0.249230769,0,0.126153846,0,0.215384615,0.221538462,0.046153846
1500000US530530618002,530618002,0.039927405,0.065335753,0.068965517,0.00907441,0.237749546,0.186932849,0.025408348
1500000US530530618003,530618003,0.049242424,0,0.185606061,0,0.140151515,0.310606061,0
1500000US530530619001,530619001,0.029411765,0.049019608,0.14379085,0,0.251633987,0.215686275,0.156862745
1500000US530530619002,530619002,0.275568182,0,0.071022727,0.059659091,0.161931818,0.28125,0.011363636
1500000US530530620001,530620001,0.076142132,0.040609137,0.050761421,0,0.23857868,0.210659898,0.218274112
1500000US530530620002,530620002,0.108747045,0.009456265,0.101654846,0.004728132,0.330969267,0.234042553,0.01891253
1500000US530530620003,530620003,0.06741573,0.04494382,0.159550562,0.013483146,0.170786517,0.233707865,0.053932584
1500000US530530620004,530620004,0.159802306,0.013179572,0.042833608,0.05601318,0.143327842,0.354200988,0.125205931
1500000US530530623001,530623001,0.176470588,0.044117647,0.120915033,0.001633987,0.344771242,0.151960784,0.10130719
1500000US530530623002,530623002,0.028901734,0,0.119460501,0,0.373795761,0.115606936,0.144508671
1500000US530530623003,530623003,0.14796748,0.03902439,0.076422764,0,0.229268293,0.172357724,0.034146341
1500000US530530623004,530623004,0.020576132,0,0.154320988,0.016460905,0.224279835,0.320987654,0.174897119
1500000US530530624001,530624001,0.226256983,0,0.019553073,0,0.379888268,0.11452514,0.076815642
1500000US530530624002,530624002,0.118329466,0,0.078886311,0.030162413,0.187935035,0.415313225,0
1500000US530530624003,530624003,0.200328407,0.024630542,0.068965517,0,0.206896552,0.203612479,0.142857143
1500000US530530624004,530624004,0.082089552,0.152985075,0.089552239,0.01119403,0.25,0.255597015,0.15858209
1500000US530530624005,530624005,0.035714286,0,0.032738095,0.050595238,0.244047619,0.303571429,0.333333333
1500000US530530625001,530625001,0.14232902,0,0.06284658,0,0.182994455,0.336414048,0.109057301
1500000US530530625002,530625002,0,0.017027864,0.043343653,0.00619195,0.325077399,0.400928793,0.13622291
1500000US530530625003,530625003,0.21182266,0,0.098522167,0.221674877,0.275862069,0,0.088669951
1500000US530530625004,530625004,0.056842105,0,0.023157895,0.046315789,0.218947368,0.32,0.210526316
1500000US530530625005,530625005,0.073464912,0,0.064692982,0,0.260964912,0.4375,0.049342105
1500000US530530625006,530625006,0.066954644,0,0.118790497,0.047516199,0.265658747,0.3174946,0
1500000US530530625007,530625007,0.180232558,0.021317829,0.060077519,0.048449612,0.428294574,0.07751938,0.089147287
1500000US530530626001,530626001,0.091068301,0,0.124343257,0.04028021,0.239929947,0.23642732,0.161120841
1500000US530530626002,530626002,0.121387283,0,0.077071291,0.040462428,0.229287091,0.308285164,0.06743738
1500000US530530628011,530628011,0.056027165,0,0.101867572,0.084889643,0.275042445,0.303904924,0.178268251
1500000US530530628012,530628012,0.112903226,0,0.024193548,0.02016129,0.485887097,0.152217742,0.121975806
1500000US530530628013,530628013,0.210084034,0.058823529,0.135654262,0.028811525,0.169267707,0.279711885,0
1500000US530530628014,530628014,0.033333333,0.057142857,0.122222222,0.123809524,0.287301587,0.266666667,0.066666667
1500000US530530628021,530628021,0.159817352,0.011415525,0.077625571,0.079908676,0.300228311,0.215753425,0.061643836
1500000US530530628022,530628022,0.013071895,0.009803922,0.057189542,0.031045752,0.392156863,0.124183007,0.220588235
1500000US530530628023,530628023,0.133651551,0.011933174,0.064439141,0.081145585,0.233890215,0.210023866,0.167064439
1500000US530530629001,530629001,0.101460415,0.018447348,0.06302844,0.037663336,0.352805534,0.242121445,0.113758647
1500000US530530629002,530629002,0.128935532,0,0.008995502,0.026986507,0.31934033,0.347826087,0.037481259
1500000US530530629003,530629003,0.089330025,0.133995037,0.032258065,0.019851117,0.183622829,0.196029777,0.168734491
1500000US530530629004,530629004,0.032258065,0,0.175115207,0,0.419354839,0.085253456,0.087557604
1500000US530530629005,530629005,0.082111437,0.017595308,0.035190616,0,0.439882698,0.090909091,0.15542522
1500000US530530629006,530629006,0.047091413,0,0,0.069252078,0.337950139,0.066481994,0.177285319
1500000US530530630001,530630001,0.139849624,0.037593985,0.027067669,0,0.302255639,0.207518797,0.058646617
1500000US530530630002,530630002,0.042529989,0,0.067611778,0.045801527,0.170119956,0.283533261,0.203925845
1500000US530530631001,530631001,0.174568966,0.079741379,0.040948276,0,0.357758621,0.226293103,0.040948276
1500000US530530631002,530631002,0.093541203,0.017817372,0.042316258,0,0.293986637,0.316258352,0.126948775
1500000US530530631003,530631003,0.141274238,0.022160665,0.105263158,0.03601108,0.249307479,0.058171745,0.254847645
1500000US530530631004,530631004,0.056842105,0.056842105,0.117894737,0.014736842,0.265263158,0.24,0.082105263
1500000US530530632001,530632001,0.13229572,0.038910506,0.075875486,0.042801556,0.19844358,0.208171206,0.077821012
1500000US530530632002,530632002,0.051435407,0,0.062200957,0.080143541,0.300239234,0.235645933,0.157894737
1500000US530530632003,530632003,0.101639344,0.02295082,0,0,0.252459016,0.468852459,0.095081967
1500000US530530632004,530632004,0.087533156,0.145888594,0.145888594,0,0.148541114,0.236074271,0.153846154
1500000US530530632005,530632005,0.040441176,0,0.044117647,0,0.319852941,0.235294118,0.308823529
1500000US530530633001,530633001,0.009852217,0,0.094827586,0.033251232,0.338669951,0.120689655,0.305418719
1500000US530530633002,530633002,0.055327869,0.037909836,0.110655738,0.028688525,0.210040984,0.202868852,0.181352459
1500000US530530633003,530633003,0,0,0.19047619,0.026984127,0.36984127,0.155555556,0.047619048
1500000US530530633004,530633004,0,0.028667791,0.278246206,0,0.350758853,0.059021922,0.023608769
1500000US530530633005,530633005,0.021978022,0.03956044,0.008791209,0,0.252747253,0.395604396,0.167032967
1500000US530530634001,530634001,0.041666667,0.0625,0.056547619,0.214285714,0.205357143,0.342261905,0
1500000US530530634002,530634002,0.023554604,0.052462527,0.184154176,0.037473233,0.189507495,0.206638116,0.116702355
1500000US530530634003,530634003,0.03058104,0,0.091743119,0.036697248,0.143730887,0.385321101,0.100917431
1500000US530530634004,530634004,0,0,0.248091603,0,0.187022901,0.393129771,0.064885496
1500000US530530634005,530634005,0.060810811,0,0.060810811,0.050675676,0.408783784,0.060810811,0.040540541
1500000US530530634006,530634006,0.120408163,0.112244898,0.032653061,0,0.240816327,0.236734694,0.142857143
1500000US530530635011,530635011,0.103151862,0.091690544,0.031518625,0.017191977,0.372492837,0.17765043,0.123209169
1500000US530530635012,530635012,0.090909091,0.017738359,0.095343681,0.019955654,0.274944568,0.385809313,0.070953437
1500000US530530635013,530635013,0.086046512,0.074418605,0.048837209,0.069767442,0.169767442,0.309302326,0
1500000US530530635014,530635014,0.024709302,0.007267442,0.034883721,0.027616279,0.481104651,0.244186047,0.123546512
1500000US530530635021,530635021,0.103571429,0,0.067857143,0.180357143,0.291071429,0.1625,0.142857143
1500000US530530635022,530635022,0.044507576,0.019886364,0.121212121,0.052083333,0.230113636,0.241477273,0.0625
1500000US530530635023,530635023,0.077656676,0,0.009536785,0.029972752,0.316076294,0.344686649,0.076294278
1500000US530530701001,530701001,0.120588235,0.005882353,0.144117647,0.014705882,0.167647059,0.252941176,0.202941176
1500000US530530701002,530701002,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1500000US530530701003,530701003,0.186419753,0.039506173,0.07037037,0.040740741,0.180246914,0.209876543,0.156790123
1500000US530530701004,530701004,0.158666667,0.044,0.106666667,0,0.194666667,0.229333333,0.121333333
1500000US530530702031,530702031,0.226373626,0.03003663,0.102564103,0.064468864,0.13040293,0.26007326,0.113553114
1500000US530530702032,530702032,0.089418778,0.046199702,0.046199702,0.018628912,0.161698957,0.313710879,0.126676602
1500000US530530702033,530702033,0.259016393,0,0,0.036065574,0.055737705,0.26557377,0.216393443
1500000US530530702041,530702041,0.088328076,0.047318612,0.061514196,0.050473186,0.111987382,0.19873817,0.212933754
1500000US530530702042,530702042,0.080397471,0.044263776,0.046070461,0.020776874,0.138211382,0.287262873,0.213188799
1500000US530530702051,530702051,0.063368056,0.063368056,0.110243056,0.0078125,0.196180556,0.221354167,0.215277778
1500000US530530702052,530702052,0.131845842,0,0,0.022312373,0.146044625,0.354969574,0.174442191
1500000US530530702061,530702061,0.140073082,0.018270402,0.093788063,0.024360536,0.15225335,0.347137637,0.120584653
1500000US530530702062,530702062,0.185351271,0.067264574,0.038863976,0.028400598,0.10612855,0.260089686,0.204783259
1500000US530530702063,530702063,0.108352144,0.110609481,0.051918736,0.056433409,0.115124153,0.282167043,0.097065463
1500000US530530702071,530702071,0.157088123,0.013409962,0.093869732,0,0.143678161,0.159003831,0.222222222
1500000US530530702072,530702072,0.192307692,0.075320513,0.141025641,0.017628205,0.197115385,0.176282051,0.092948718
1500000US530530702073,530702073,0.098837209,0.01744186,0.156976744,0,0.290697674,0.247093023,0.049418605
1500000US530530702074,530702074,0.113569322,0.01179941,0.056047198,0.044247788,0.202064897,0.252212389,0.166666667
1500000US530530703071,530703071,0.193621868,0.020501139,0.129840547,0.027334852,0.095671982,0.330296128,0.097949886
1500000US530530703072,530703072,0.312941176,0.063529412,0.148235294,0.030588235,0.090588235,0.185882353,0.045882353
1500000US530530703073,530703073,0.243373494,0.046586345,0.105220884,0.045783133,0.117269076,0.232128514,0.072289157
1500000US530530703081,530703081,0.16075388,0.055432373,0.119733925,0.019955654,0.129711752,0.276053215,0.143015521
1500000US530530703082,530703082,0.115044248,0.068584071,0.098451327,0.012168142,0.129424779,0.196902655,0.159292035
1500000US530530703091,530703091,0.23816568,0.020710059,0.047337278,0,0.118343195,0.397928994,0.093195266
1500000US530530703092,530703092,0.112983152,0.042616452,0.167492567,0.075322101,0.066402379,0.28741328,0.167492567
1500000US530530703093,530703093,0.058465286,0.09500609,0.037758831,0.073081608,0.168087698,0.158343484,0.168087698
1500000US530530703101,530703101,0.12037037,0.012345679,0.088477366,0.029835391,0.164609053,0.338477366,0.090534979
1500000US530530703102,530703102,0.109278351,0,0.158762887,0,0.06185567,0.315463918,0.129896907
1500000US530530703103,530703103,0.144,0.050285714,0.109714286,0.035428571,0.145142857,0.266285714,0.096
1500000US530530703104,530703104,0.018315018,0.054945055,0,0.098901099,0.245421245,0.245421245,0.153846154
1500000US530530703111,530703111,0.123893805,0.039190898,0.021491783,0.03034134,0.13653603,0.212389381,0.173198483
1500000US530530703112,530703112,0.141853933,0.050561798,0.021067416,0.064606742,0.127808989,0.223314607,0.176966292
1500000US530530703113,530703113,0.196859903,0.010869565,0.084541063,0.031400966,0.129227053,0.265700483,0.130434783
1500000US530530703121,530703121,0.189243028,0.053784861,0.113545817,0.123505976,0.145418327,0.241035857,0.045816733
1500000US530530703122,530703122,0.142763158,0.064473684,0.158552632,0.125657895,0.068421053,0.216447368,0.080263158
1500000US530530703123,530703123,0.151898734,0.051898734,0.048101266,0.036708861,0.241772152,0.162025316,0.158227848
1500000US530530703131,530703131,0.226666667,0.036,0.14,0.056,0.14,0.238666667,0.066666667
1500000US530530703132,530703132,0.117647059,0.050709939,0.097363083,0.111561866,0.208924949,0.281947262,0.07505071
1500000US530530703133,530703133,0.197802198,0.063492063,0.053724054,0.017094017,0.15995116,0.324786325,0.081807082
1500000US530530703134,530703134,0.085365854,0,0.136585366,0,0.129268293,0.380487805,0.268292683
1500000US530530703135,530703135,0.281786942,0.041237113,0.041237113,0,0.063573883,0.120274914,0.216494845
1500000US530530703141,530703141,0.146825397,0.04265873,0.113095238,0.072420635,0.024801587,0.343253968,0.148809524
1500000US530530703142,530703142,0.223175966,0.075822604,0.101573677,0.018597997,0.264663805,0.12732475,0.068669528
1500000US530530703151,530703151,0.214622642,0.08254717,0.117924528,0.043632075,0.101415094,0.162735849,0.097877358
1500000US530530703152,530703152,0.272459499,0.097201767,0.066273932,0.045655376,0.194403535,0.148748159,0.079528719
1500000US530530703153,530703153,0.168421053,0.033333333,0.185087719,0.064912281,0.119298246,0.259649123,0.037719298
1500000US530530703154,530703154,0.29,0.095,0.075,0.055,0.1575,0.1825,0.0275
1500000US530530703161,530703161,0.116716123,0.052423343,0.095944609,0,0.271018793,0.264094955,0.103857567
1500000US530530703162,530703162,0.196728368,0.098579423,0.084804133,0.013775291,0.133448127,0.302625915,0.051226862
1500000US530530704011,530704011,0.204389575,0.043895748,0.027434842,0.028806584,0.145404664,0.285322359,0.128943759
1500000US530530704012,530704012,0.191977077,0.042979943,0.106017192,0,0.266475645,0.246418338,0.077363897
1500000US530530704031,530704031,0.197468354,0,0.048101266,0,0.060759494,0.227848101,0.156962025
1500000US530530704032,530704032,0.036437247,0,0,0.105263158,0.222672065,0.246963563,0.085020243
1500000US530530704033,530704033,0.067592593,0.011111111,0.061111111,0.02962963,0.216666667,0.269444444,0.111111111
1500000US530530704041,530704041,0.172570391,0.049954587,0.089918256,0.04359673,0.090826521,0.322434151,0.042688465
1500000US530530704042,530704042,0.158760891,0.041626331,0.146176186,0.05517909,0.126815102,0.23910939,0.079380445
1500000US530530707031,530707031,0.281030445,0.014051522,0.077283372,0.035128806,0.119437939,0.177985948,0.142857143
1500000US530530707032,530707032,0.218446602,0.016990291,0.014563107,0.018203883,0.072815534,0.398058252,0.141990291
1500000US530530707033,530707033,0.05,0,0.063829787,0.014893617,0.1,0.324468085,0.231914894
1500000US530530707034,530707034,0.122994652,0.061497326,0.120320856,0,0.160427807,0.245989305,0.082887701
1500000US530530707035,530707035,0.345898004,0,0.057649667,0,0.219512195,0.201773836,0.024390244
1500000US530530711001,530711001,0.127808989,0.016853933,0.08005618,0.074438202,0.19241573,0.240168539,0.101123596
1500000US530530711002,530711002,0.197590361,0.024096386,0.146987952,0.036144578,0.159036145,0.171084337,0.161445783
1500000US530530712051,530712051,0.270684372,0.023493361,0.106230848,0.093973442,0.121552605,0.281920327,0.019407559
1500000US530530712052,530712052,0.209383145,0.047784535,0.12858384,0.086880973,0.126846221,0.164205039,0.12771503
1500000US530530712061,530712061,0.154791155,0.029484029,0.184275184,0,0,0.27027027,0.108108108
1500000US530530712062,530712062,0.045977011,0.037356322,0.054597701,0.126436782,0.192528736,0.270114943,0.229885057
1500000US530530712063,530712063,0.118012422,0,0.162377995,0,0.176574978,0.456965395,0.035492458
1500000US530530712064,530712064,0.166141732,0.073228346,0.115748031,0.027559055,0.08503937,0.303149606,0.092913386
1500000US530530712071,530712071,0.111285266,0.05799373,0.047021944,0.120689655,0.173981191,0.268025078,0.089341693
1500000US530530712072,530712072,0.110230548,0.044668588,0.100144092,0.018731988,0.137608069,0.337896254,0.096541787
1500000US530530712073,530712073,0.028138528,0.027056277,0.014069264,0.043290043,0.187229437,0.319264069,0.216450216
1500000US530530712081,530712081,0.120229008,0.049618321,0.022900763,0.097328244,0.187022901,0.223282443,0.167938931
1500000US530530712082,530712082,0.091445428,0.089478859,0.081612586,0,0.253687316,0.341199607,0.099311701
1500000US530530712083,530712083,0.180105945,0.053560918,0.113596233,0.028251913,0.160094173,0.320776928,0.043555032
1500000US530530712091,530712091,0.203799655,0.122625216,0.054404145,0.056131261,0.102763385,0.265112263,0.100172712
1500000US530530712092,530712092,0.038167939,0.03562341,0.058524173,0,0.183206107,0.366412214,0.178117048
1500000US530530712093,530712093,0.057142857,0.101098901,0.189010989,0.024175824,0.09010989,0.32967033,0.127472527
1500000US530530712101,530712101,0.025280899,0.030898876,0.078651685,0,0.264044944,0.269662921,0.199438202
1500000US530530712102,530712102,0.258164852,0.083981337,0.141524106,0.079315708,0.105754277,0.102643857,0.105754277
1500000US530530712103,530712103,0.188665175,0.035048471,0.131991051,0.070842655,0.116331096,0.252050708,0.093214019
1500000US530530713041,530713041,0.148837209,0,0.011627907,0.013953488,0.134883721,0.334883721,0.261627907
1500000US530530713042,530713042,0.13875,0.074375,0.0975,0.045625,0.190625,0.22375,0.11375
1500000US530530713043,530713043,0,0.10989011,0.03021978,0.104395604,0.032967033,0.299450549,0
1500000US530530713051,530713051,0.117433414,0.069007264,0.037530266,0.036319613,0.299031477,0.182808717,0.110169492
1500000US530530713052,530713052,0.082352941,0.075294118,0.037647059,0.06,0.172941176,0.225882353,0.191764706
1500000US530530713061,530713061,0.042517007,0,0.139455782,0.081632653,0.161564626,0.362244898,0.085034014
1500000US530530713062,530713062,0.110421836,0.053349876,0.026054591,0.060794045,0.181141439,0.35483871,0.102977667
1500000US530530713063,530713063,0.124067164,0.021455224,0.057835821,0.088619403,0.029850746,0.351679104,0.151119403
1500000US530530713064,530713064,0.096096096,0,0.123123123,0.159159159,0.084084084,0.264264264,0.189189189
1500000US530530713071,530713071,0.118577075,0.039525692,0.148880105,0.032938076,0.155467721,0.212121212,0.090909091
1500000US530530713072,530713072,0.164383562,0.019178082,0.112328767,0.038356164,0.109589041,0.156164384,0.156164384
1500000US530530713073,530713073,0.109615385,0.025961538,0.111538462,0.105769231,0.181730769,0.251923077,0.128846154
1500000US530530713091,530713091,0.041112455,0.085852479,0.038694075,0.100362757,0.210399033,0.255139057,0.097944377
1500000US530530713092,530713092,0.072702332,0.010973937,0.190672154,0,0.153635117,0.418381344,0.053497942
1500000US530530713093,530713093,0.133126935,0.094427245,0.080495356,0.108359133,0.066563467,0.284829721,0.100619195
1500000US530530713101,530713101,0.139272271,0.008782936,0.12672522,0.035131744,0.166875784,0.287327478,0.086574655
1500000US530530713102,530713102,0.207845836,0.052305575,0.082587749,0.081211287,0.152787337,0.277357192,0.083964212
1500000US530530714031,530714031,0.224390244,0.025609756,0.056097561,0.008536585,0.175609756,0.298780488,0.013414634
1500000US530530714032,530714032,0.173076923,0.030769231,0.023076923,0.05,0.169230769,0.3,0.176923077
1500000US530530714033,530714033,0.057228916,0.069277108,0.019578313,0.018072289,0.210843373,0.289156627,0.075301205
1500000US530530714061,530714061,0.150108774,0.02973169,0.063089195,0.155184917,0.259608412,0.264684554,0.029006526
1500000US530530714062,530714062,0.138257576,0.020833333,0.09280303,0,0.196969697,0.268939394,0.018939394
1500000US530530714063,530714063,0.244813278,0,0.058091286,0.074688797,0.132780083,0.294605809,0.037344398
1500000US530530714064,530714064,0.245303867,0.024309392,0.067403315,0.029834254,0.077348066,0.28839779,0.133701657
1500000US530530714071,530714071,0.045088567,0,0.096618357,0.041867955,0.062801932,0.325281804,0.21900161
1500000US530530714072,530714072,0.038423645,0.042364532,0.052216749,0.149753695,0.168472906,0.349753695,0.129064039
1500000US530530714073,530714073,0.152796726,0.111869031,0.039563438,0,0.154160982,0.12005457,0.098226467
