,FID_1,FID_1_1,OBJECTID,ShortName,r14_over,r14_nati,r14_asi,r14_bla,r14_lati,r14_whi,r14_paci,r14_mul,m14_over,m14_nati,m14_asi,m14_bla,m14_lati,m14_whi,m14_paci,m14_mul,r15_over,r15_nati,r15_asi,r15_bla,r15_lati,r15_whi,r15_paci,r15_mul,m15_over,m15_nati,m15_asi,m15_bla,m15_lati,m15_whi,m15_paci,m15_mult,OverPol14,OverInc14,OverPop14,OverSch14,OverBus14,OverSci14,OverEdl14,OverHea14,OverSer14,OverSal14,OverExt14,OverLog14,WhitePol14,WhiteInc14,WhitePop14,WhiteSch14,WhiteBus14,WhiteSci14,WhiteEdl14,WhiteHea14,WhiteSer14,WhiteSal14,WhiteExt14,WhiteLog14,BlackPol14,BlackInc14,BlackPop14,BlackSch14,BlackBus14,BlackSci14,BlackEdl14,BlackHea14,BlackSer14,BlackSal14,BlackExt14,BlackLog14,NativPol14,NativInc14,NativPop14,NativSch14,NativBus14,NativSci14,NativEdl14,NativHea14,NativSer14,NativSal14,NativExt14,NativLog14,AsianPol14,AsianInc14,AsianPop14,AsianSch14,AsianBus14,AsianSci14,AsianEdl14,AsianHea14,AsianSer14,AsianSal14,AsianExt14,AsianLog14,PacifPol14,PacifInc14,PacifPop14,PacifSch14,PacifBus14,PacifSci14,PacifEdl14,PacifHea14,PacifSer14,PacifSal14,PacifExt14,PacifLog14,MultiPol14,MultiInc14,MultiPop14,MultiSch14,MultiBus14,MultiSci14,MultiEdl14,MultiHea14,MultiSer14,MultiSal14,MultiExt14,MultiLog14,OverPol15,OverInc15,OverPop15,OverSch15,OverBus15,OverSci15,OverEdl15,OverHea15,OverSer15,OverSal15,OverExt15,OverLog15,WhitePol15,WhiteInc15,WhitePop15,WhiteSch15,WhiteBus15,WhiteSci15,WhiteEdl15,WhiteHea15,WhiteSer15,WhiteSal15,WhiteExt15,WhiteLog15,BlackPol15,BlackInc15,BlackPop15,BlackSch15,BlackBus15,BlackSci15,BlackEdl15,BlackHea15,BlackSer15,BlackSal15,BlackExt15,BlackLog15,NativPol15,NativInc15,NativPop15,NativSch15,NativBus15,NativSci15,NativEdl15,NativHea15,NativSer15,NativSal15,NativExt15,NativLog15,AsianPol15,AsianInc15,AsianPop15,AsianSch15,AsianBus15,AsianSci15,AsianEdl15,AsianHea15,AsianSer15,AsianSal15,AsianExt15,AsianLog15,PacifPol15,PacifInc15,PacifPop15,PacifSch15,PacifBus15,PacifSci15,PacifEdl15,PacifHea15,PacifSer15,PacifSal15,PacifExt15,PacifLog15,MultiPol15,MultiInc15,MultiPop15,MultiSch15,MultiBus15,MultiSci15,MultiEdl15,MultiHea15,MultiSer15,MultiSal15,MultiExt15,MultiLog15
21,21,21,22,Geiger,-23.3,-66.7,-0.8,-17.3,-31.3,-13.7,0,0,-43.6,-100,-8.7,-42.8,-28.3,-34.5,0,-14.3,-35.9,0,-3.7,-21.6,-28.6,-23.3,0,-33.3,-45.6,0,-4.5,-40,-34.5,-30.4,0,-54.6,50.23623065,54062.76387,1526.543385,13.61458812,0.144702763,0.042494691,0.09581041,0.098415681,0.241008212,0.250184937,0.111983243,0.021641497,50.77784139,56180.74209,1503.932638,13.71285285,0.153644452,0.04532308,0.09599131,0.100767561,0.224534465,0.252911626,0.111516884,0.021416092,46.66260571,41472.81993,1718.639957,12.90512789,0.085645689,0.024708692,0.104605714,0.079385382,0.383177288,0.219292737,0.099806479,0.013124949,51.81695523,42583.24382,1485.329125,13.64206397,0.110217819,0.029070827,0.06444581,0.084672045,0.25672979,0.268776824,0.209756481,0.054677416,52.49823864,65118.79321,1419.99726,13.95842912,0.176580867,0.041494002,0.089717787,0.138171742,0.214301412,0.247103977,0.08409318,0.011433068,55.31194625,83370.15331,1756.143368,14.18345417,0.182042468,0.067078494,0.146308692,0.091831353,0.137081131,0.206650398,0.143968524,0.015084837,48.89528888,45745.7222,1474.634903,13.56175493,0.133221595,0.044541572,0.079081798,0.089223718,0.184457958,0.283857449,0.136893717,0.042132169,51.45094219,55148.21302,1506.056213,13.4893632,0.140185499,0.041505674,13.4893632,0.115824977,0.200774464,0.200774464,0.256110165,0.072617569,52.13309017,58718.39134,1463.386343,13.75928934,0.151060326,0.043796491,13.75928934,0.117635604,0.172073192,0.172073192,0.265528869,0.077557647,46.82282933,32537.9383,1805.158949,11.80893258,0.083820202,0.033150826,11.80893258,0.084034365,0.376525085,0.376525085,0.196977009,0.039104096,53.25719371,42730.35019,1387.665515,13.41537582,0.103641493,0.009390065,13.41537582,0.130427755,0.20143703,0.20143703,0.279318044,0.123842755,51.05646569,51691.85718,1571.226236,12.78866706,0.10572948,0.037072319,12.78866706,0.154209001,0.300155911,0.300155911,0.2177641,0.04138864,56.62000032,84275.44372,1752.892879,14.1515779,0.149387741,0.073060363,14.1515779,0.092759321,0.164464448,0.164464448,0.192899667,0.0924447,51.78662127,52511.58122,1452.216506,13.78492679,0.139230245,0.031007397,13.78492679,0.111861526,0.144050813,0.144050813,0.281312317,0.103276659
22,22,22,23,Birney,-31,-100,0,-20.4,-24.5,0,-100,-100,-39.6,-100,-5.4,-32.2,-40,-19,-75,-100,-49.6,0,-0.8,-36.8,0,0,-18.2,0,-51.1,0,-7.9,-36.9,0,0,-66.6,-3.2,45.50204215,43333.58698,1619.511568,12.06827105,0.061658186,0.018959453,0.068450211,0.038536665,0.293047579,0.220639711,0.230727826,0.030636966,46.43877062,41019.45607,1599.421299,12.05840818,0.063038164,0.017074641,0.06671437,0.037649423,0.29366212,0.218579834,0.234476967,0.028102995,46.10422696,40217.565,1611.864014,12.11692635,0.064244627,0.023263708,0.064268733,0.036954542,0.294854184,0.225661435,0.222066908,0.025798653,45.63138812,65211.91717,1180.136466,12.39330485,0.092960494,0.006040111,0.0951514,0.047729475,0.252305667,0.107772809,0.516128125,0.09178308,40.19015812,48268.41616,1915.577599,12.20910047,0.046504885,0.028257789,0.071143195,0.044440999,0.282955106,0.249030593,0.142763753,0.032882332,42.6187272,57219.22591,1602.29111,12.02604933,0.058838005,0.019993595,0.081665218,0.041397807,0.291765976,0.214666299,0.272048486,0.045734509,45.97152373,45927.22085,1472.370371,12.04956616,0.063722702,0.014966068,0.077179142,0.037526981,0.292061265,0.221276434,0.225243287,0.032130094,45.1690925,40754.09836,1589.369243,12.14002989,0.063109267,0.020575509,12.14002989,0.032974763,0.305061033,0.305061033,0.208493652,0.117179079,45.95614612,39427.95991,1577.472812,12.08858646,0.059666662,0.017884757,12.08858646,0.031932572,0.312666385,0.312666385,0.203950426,0.119977217,45.88345213,39908.02625,1567.884837,12.23292015,0.071108405,0.024098389,12.23292015,0.034759174,0.305465875,0.305465875,0.194584181,0.114801379,45.57390226,54194.77537,1147.212135,12.41918098,0.118419632,0.023255978,12.41918098,0.033498543,0.254065492,0.254065492,0.105533505,0.226449592,40.65707607,43886.08461,1830.14544,12.29659783,0.056839724,0.025526891,12.29659783,0.035935199,0.270709854,0.270709854,0.250462616,0.089870343,42.53340998,45502.39573,1462.041228,11.8849894,0.068122804,0.01467973,11.8849894,0.033665906,0.336633339,0.336633339,0.211698332,0.142409475,44.8882635,43588.34327,1468.665819,12.29212395,0.068105616,0.021395924,12.29212395,0.035286459,0.297935534,0.297935534,0.207682494,0.106116436
23,23,23,24,Edison,-28.4,0,-0.8,0,-18.1,-16,0,-35,-45.4,0,-0.8,0,-39.9,-30.1,-25,-35,-47.2,0,-14.1,-48.4,-32.8,-33.6,0,-24.1,-55.5,0,0,-59.5,-53.5,-43.4,-22.2,-50.6,59.05390336,42891.25703,1822.941804,12.48038905,0.094152152,0.021376681,0.058290403,0.031224472,0.269581224,0.268424629,0.185711938,0.029646803,59.3216081,43416.12418,1831.729289,12.48023937,0.0940678,0.02332079,0.059406582,0.031974266,0.259894707,0.269395166,0.182701425,0.030217662,57.07928418,42138.01396,1887.241395,12.48836532,0.103791941,0.015864476,0.055231067,0.028515972,0.286449133,0.269729607,0.19360027,0.026714107,65.7318443,37027.01604,1658.054798,12.70399025,0.052988349,0.005103449,0.076119322,0.054037605,0.261124509,0.275320834,0.238196723,0.027408078,62.82306355,39148.15777,1465.923432,12.67339862,0.058312396,0.016525603,0.06261522,0.040552938,0.304358349,0.256056788,0.196153729,0.029833349,57.7355435,47430.21833,1250.328214,12.7647009,0.046033513,0.022493376,0.047533377,0.025684125,0.393544264,0.160638888,0.191711363,0.051257291,58.77317384,44397.34674,1875.930539,12.43429986,0.098160079,0.02312933,0.056004559,0.028499114,0.265739992,0.263668416,0.181112013,0.032619444,58.99334214,41096.16211,1836.91439,12.65145058,0.113932646,0.014908831,12.65145058,0.028257725,0.325622053,0.325622053,0.230785551,0.101755414,59.17798602,41191.12064,1837.209283,12.65460577,0.114624902,0.01806825,12.65460577,0.028745238,0.315712981,0.315712981,0.233153668,0.10095648,57.54991126,40306.40417,1881.883818,12.65512303,0.117979962,0.010009229,12.65512303,0.027557306,0.345628498,0.345628498,0.225874103,0.098680878,66.08605514,36831.28411,1591.492155,13.04580533,0.095898702,0.003307808,13.04580533,0.039497482,0.257823796,0.257823796,0.250982901,0.135403464,61.20517611,40462.17266,1580.191474,12.77522499,0.095900874,0.007695881,12.77522499,0.031501509,0.312428419,0.312428419,0.225127096,0.127400294,63.20561387,45863.51705,1830.876731,12.7394666,0.100367814,0.021028075,12.7394666,0.024801109,0.326605516,0.326605516,0.213736896,0.116902577,57.20409595,42183.26959,1905.511371,12.59374378,0.113945037,0.012816182,12.59374378,0.026257868,0.348849022,0.348849022,0.220433989,0.100736627
24,24,24,25,Roosevelt,-30.9,-50,0,0,-26.3,-19.8,-15.5,-66.7,-30.8,-25,0,0,-21.4,-19.8,-42.9,-66.7,-58.2,0,0,-33.2,0,0,-71.4,-75,-62.9,0,0,-63,0,0,-71.4,0,45.94396547,26665.1225,1253.14375,11.72197073,0.072951979,0.029973979,0.039693992,0.04231779,0.325500823,0.226707879,0.14563968,0.017409793,47.57890153,32612.80175,1162.947876,12.00530863,0.083419781,0.033721689,0.043842115,0.0419564,0.309920867,0.229524472,0.152300986,0.022031405,42.20810294,19072.62106,1351.138208,11.59599287,0.06528773,0.023687673,0.040674816,0.05137536,0.333397917,0.2311968,0.101289294,0.00640447,50.64514967,31511.55877,1167.702401,11.71727099,0.057088922,0.037123742,0.036366043,0.034804792,0.351332004,0.19996838,0.18429361,0.035063327,44.38165703,23947.51273,1340.536852,11.44162136,0.07277416,0.026682846,0.033395567,0.037338206,0.327713747,0.225982724,0.164962185,0.015239804,52.69745213,32135.60814,1177.177269,11.56601559,0.085522324,0.035829319,0.03092593,0.022127396,0.315886345,0.246945782,0.217823292,0.023713614,43.49838024,20818.88434,1311.174772,11.58459156,0.064908239,0.025310349,0.039835223,0.047638832,0.337712183,0.228591578,0.122247034,0.010255131,47.21917501,29110.306,1245.160343,11.75494202,0.091324575,0.022212237,11.75494202,0.057217993,0.315995835,0.315995835,0.198735014,0.090942787,48.36387115,36482.11382,1175.215443,12.00072496,0.098976219,0.028503734,12.00072496,0.046164223,0.308735045,0.308735045,0.207350081,0.092012849,42.73019791,20695.0543,1347.682333,11.53686306,0.089105561,0.014884981,11.53686306,0.080923902,0.307466937,0.307466937,0.181295823,0.081708284,56.28613715,37959.68097,1125.713283,11.76753868,0.075697506,0.037406674,11.76753868,0.014778012,0.357857411,0.357857411,0.199920489,0.116543966,46.25456808,24500.37388,1297.298606,11.64095137,0.091720901,0.014772101,11.64095137,0.065480652,0.313906695,0.313906695,0.204493308,0.090544419,54.43288253,35015.81955,1176.20528,11.9285961,0.098405853,0.019118332,11.9285961,0.027346455,0.319097652,0.319097652,0.250716203,0.106646405,44.66678482,23372.96772,1282.805611,11.60556636,0.085432129,0.017329938,11.60556636,0.071236477,0.321886769,0.321886769,0.187322513,0.084144124
25,25,25,26,Bryant,-17.9,-50,0,0,-31.3,0,-50,0,-30.3,-50,0,0,-37.5,0,-100,-31.8,-33.1,-50,-7.6,0,-41.7,-23.1,0,-34.3,-36.4,-75,-23,0,-17.6,-24.9,0,-20.9,48.96910486,47554.7549,1207.885154,12.91466971,0.125392557,0.056574827,0.123065324,0.035570713,0.267850555,0.19275896,0.08814643,0.015751391,48.69011831,47726.04422,1194.144237,12.98808458,0.134433214,0.057032168,0.124461172,0.036413447,0.264231855,0.1921158,0.087036113,0.015350505,49.37689072,46294.44937,1325.454628,12.76934319,0.099608749,0.06187316,0.121518053,0.035009273,0.294844793,0.181603574,0.079225592,0.01295434,49.6254839,47728.17094,907.1933794,12.7198301,0.129033451,0.031222061,0.153470477,0.040193937,0.195090341,0.199211209,0.164205414,0.028563595,49.86230059,51156.64985,1075.694485,12.78933905,0.133252918,0.04805089,0.090654086,0.028930455,0.251716763,0.2436184,0.0738258,0.02260992,53.38797929,29173.36438,971.0389641,11.86590032,0.117135022,0.021707894,0.082939797,0.010827125,0.291993611,0.223417993,0.121559881,0.03128205,51.20935109,45210.4452,947.5514165,12.58394854,0.106345169,0.031466459,0.121555119,0.032010347,0.238418784,0.214781658,0.132631451,0.026183377,49.7497493,44907.21093,1067.453718,12.97596243,0.127276856,0.041988311,12.97596243,0.049646169,0.247086478,0.247086478,0.175711577,0.061389622,49.57750758,44995.62772,1066.352069,13.04160124,0.135433333,0.042992624,13.04160124,0.049358377,0.247087621,0.247087621,0.168556573,0.061246866,49.33958973,45802.47606,1147.21243,12.94689613,0.112474415,0.048320753,12.94689613,0.053612563,0.250295292,0.250295292,0.185000962,0.045570338,50.23426262,44855.21155,935.991201,12.66827477,0.111458376,0.026426904,12.66827477,0.040562671,0.241795927,0.241795927,0.169065971,0.090245438,50.14840085,45254.56844,1070.538023,12.79926571,0.111027022,0.040016536,12.79926571,0.051294109,0.239130479,0.239130479,0.225297418,0.053069849,51.4786388,28723.73307,766.4803052,11.95893455,0.085272232,0.02297691,11.95893455,0.02533844,0.219828931,0.219828931,0.292990686,0.100152582,51.43159649,43265.56595,959.3646676,12.65992612,0.101853762,0.025926894,12.65992612,0.046493067,0.241861094,0.241861094,0.195821701,0.08986028
26,26,26,27,Franklin,-23.7,0,-50,0,-12.8,0,0,0,-40.4,0,-50,0,-49.1,0,0,0,-53.4,0,-80,-34.9,-28.8,0,0,-63.6,-42,0,0,-34.5,-24.2,0,0,-20.9,46.85676189,54998.59524,1209.382143,13.32295749,0.087331417,0.049875244,0.132768889,0.057208057,0.242104101,0.237829126,0.143600666,0.017418961,45.49404883,57202.50678,1189.740664,13.35824552,0.088871348,0.049455469,0.13826317,0.057853994,0.237727542,0.237337149,0.14156716,0.019326048,50.95064854,47493.78135,1432.741432,13.24600232,0.086646979,0.063124292,0.114285925,0.055388761,0.267495472,0.220466055,0.12964796,0.006778487,59.07304552,45070.05412,993.7767556,13.13181663,0.031986107,0.004142292,0.13150402,0.08093749,0.28048712,0.239642836,0.234486574,0.015295341,51.92504323,46272.08239,1005.304173,13.15381078,0.076300833,0.031344861,0.109681854,0.053553948,0.234022159,0.269938552,0.197902689,0.018641092,63.16603134,30613.96801,1002.681427,12.9941041,0.027145518,0.008308747,0.078071952,0.06176718,0.283097069,0.299796146,0.260204306,0.00350241,46.56008683,56774.9342,1026.782883,13.33499729,0.085582862,0.036640142,0.142228971,0.065311425,0.215279409,0.27254055,0.154736407,0.021679506,48.18817109,55920.77922,1123.819481,13.36021292,0.095526959,0.034772029,13.36021292,0.063158758,0.227176577,0.227176577,0.239102756,0.081026348,46.52775275,57563.0512,1109.499576,13.37751143,0.095060618,0.037196984,13.37751143,0.064330323,0.225701428,0.225701428,0.242813046,0.07647082,52.11175182,50433.77356,1250.779577,13.33044005,0.110185209,0.041726129,13.33044005,0.058325129,0.227242776,0.227242776,0.225859463,0.077367044,61.01649271,41966.88038,1057.721419,13.29712295,0.082933905,0,13.29712295,0.050338962,0.233549974,0.233549974,0.206409793,0.139511284,55.90017603,48505.89107,1123.586678,13.29265782,0.089242581,0.015852647,13.29265782,0.057026441,0.238613222,0.238613222,0.243159541,0.118459581,62.72923565,35211.64134,1063.939517,13.26608487,0.089771192,0,13.26608487,0.041159269,0.216248522,0.216248522,0.286453269,0.151397305,47.77939645,58843.27809,1056.04413,13.31330824,0.080296532,0.023309475,13.31330824,0.069603059,0.236326858,0.236326858,0.241381371,0.091366205
27,27,27,28,Helen Stafford,-13.5,-100,-0.4,-1.8,-7.3,0,0,-0.5,-4.3,0,0,-1.6,0,0,0,-0.5,-35.3,0,-15.8,-59.2,-29.2,-0.5,-21.4,-9.5,-29.9,0,-10,-30.3,-28.7,-0.3,-21.4,-2,36.72100344,46495.0916,1866.767176,12.47084257,0.064724638,0.028808816,0.03926446,0.042410235,0.294581691,0.230462992,0.187863345,0.046778234,37.27302245,45339.8144,1854.417309,12.46229712,0.064542821,0.030152233,0.037014631,0.039373392,0.298012122,0.233411027,0.199029108,0.047291385,39.38513454,38203.29153,1956.329685,12.33113203,0.053943831,0.034923053,0.038486097,0.04648465,0.309358029,0.239268827,0.216778041,0.04304029,34.66996024,51941.62185,1620.052422,12.77128039,0.099206233,0.037012582,0.025085482,0.025433513,0.28616593,0.222725664,0.198945876,0.053383508,36.24828973,48754.53387,1989.768149,12.40025448,0.055185839,0.022886772,0.049353137,0.051379086,0.287821061,0.220345802,0.162630007,0.044744531,33.42026578,55226.10818,1736.76032,12.66579343,0.081586266,0.024638291,0.036831364,0.038207202,0.280797626,0.224553338,0.149807372,0.05031257,34.06427412,50633.26173,1713.61816,12.56461328,0.068792222,0.020755428,0.04147884,0.04796123,0.280438711,0.236569053,0.163077759,0.048332351,37.60464681,44218.36223,1807.391641,12.4262125,0.076512972,0.026679732,12.4262125,0.035279219,0.2692623,0.2692623,0.240202507,0.11130112,37.79435342,44868.84916,1763.93254,12.41866351,0.07743418,0.027086803,12.41866351,0.031204077,0.271463814,0.271463814,0.23737401,0.117691198,39.8134057,37073.17842,1943.034791,12.22684891,0.072977842,0.027384366,12.22684891,0.037782025,0.282499966,0.282499966,0.247016808,0.116660159,34.84656241,58004.78974,1447.685714,12.86779348,0.121941533,0.042215161,12.86779348,0.020717577,0.254867247,0.254867247,0.216995956,0.12337618,36.826667,43534.3977,1880.412602,12.40915058,0.060721655,0.020052543,12.40915058,0.044408824,0.262065299,0.262065299,0.242295536,0.098907833,34.28299349,56140.50777,1547.405047,12.82761712,0.104105913,0.032302232,12.82761712,0.028589448,0.254233854,0.254233854,0.240912082,0.099970443,34.85902573,49853.20217,1723.741178,12.66943507,0.084639728,0.027144261,12.66943507,0.044393283,0.252419654,0.252419654,0.237527751,0.09401791
28,28,28,29,Point Defiance,-8.8,0,0,0,-0.7,-5.2,0,0,-13.9,0,0,-3.1,0,-12.5,0,0,-26.6,0,0,-1.7,-10.3,-24.6,0,0,-22.4,0,0,-5.9,-11.4,-20.7,-33.3,0,50.8858762,59413.14239,1565.909984,13.90224709,0.14612695,0.045431463,0.123575433,0.074978433,0.230274577,0.216668825,0.127582689,0.030058806,51.01871462,59830.49171,1546.181453,13.91833366,0.145545562,0.04494033,0.124308683,0.078176712,0.228053815,0.217577177,0.126545985,0.029099959,50.25013476,59609.79839,1526.050828,13.73671048,0.14602153,0.049447617,0.109124467,0.055998289,0.254788987,0.231346875,0.104085762,0.036476758,46.60654799,45487.31854,2355.747666,13.81556474,0.164475717,0.045878759,0.141626046,0.020611885,0.248007372,0.165932824,0.178968193,0.050345775,52.43050147,51806.95246,1617.128592,13.73375974,0.146823103,0.043070999,0.109192664,0.090011257,0.229795999,0.227302472,0.125580481,0.025299525,45.95621799,64553.9999,1654.999998,14.54987425,0.129538762,0.014720315,0.20902846,0.084396468,0.207065751,0.177625121,0.096172718,0.015701668,50.71497433,60616.51024,1668.53688,13.94035753,0.152268495,0.052146337,0.125315601,0.059372509,0.228495612,0.197249248,0.159872949,0.034957082,50.0050184,67065.05505,1418.222018,13.8787682,0.174974592,0.07282655,13.8787682,0.059507099,0.199352393,0.199352393,0.207328421,0.06444064,49.7344595,67117.78886,1409.857179,13.88191726,0.174632069,0.071333988,13.88191726,0.060498394,0.198886687,0.198886687,0.209714478,0.064200641,50.85601384,71852.04827,1322.282787,13.89115606,0.198052651,0.076289286,13.89115606,0.054997007,0.191003009,0.191003009,0.211226019,0.062679275,46.3909055,61960.69436,1751.552712,13.94935355,0.158337068,0.084410287,13.94935355,0.048909501,0.20500396,0.20500396,0.160729476,0.067551993,53.92840484,60206.88364,1478.238001,13.76585906,0.17398835,0.089654878,13.76585906,0.054354274,0.208489806,0.208489806,0.191456195,0.053356257,45.95621798,65312.99989,1657.999997,14.36129293,0.110416665,0.022916667,14.36129293,0.105208332,0.175,0.175,0.192708334,0.085416667,50.89045217,68048.99551,1533.29444,13.89737531,0.174053162,0.082643414,13.89737531,0.051617816,0.203575083,0.203575083,0.184464656,0.072910772
29,29,29,30,Northeast Tacoma,-8.5,0,0,-0.6,0,-3.9,-100,0,-21.6,-14.3,-4.7,-14.5,-11.2,-9.7,-100,0,-28,0,0,-18.5,-22.7,-16.8,-24.5,0,-27.7,-39.6,0,-23.9,-22.7,-7.4,0,-0.8,28.7731183,70720.88993,1649.024161,13.14227897,0.153711309,0.058585964,0.06391336,0.042734067,0.176798069,0.247561808,0.154056373,0.041727887,27.78600121,71263.14548,1644.089417,13.1994047,0.159908285,0.058390978,0.064636764,0.044668507,0.170034601,0.251126336,0.151620804,0.041641548,31.27011709,67794.21643,1710.046471,12.97210686,0.1332578,0.054654508,0.060433931,0.036976892,0.203243295,0.243778108,0.159403464,0.041695848,39.20863905,67476.97124,1463.110227,12.5942912,0.111678153,0.070633067,0.068318417,0.025440811,0.197429735,0.197280954,0.181941595,0.049773406,28.04257854,72670.26281,1677.708092,13.1954268,0.154342638,0.056388699,0.062484258,0.04262532,0.178833567,0.255094243,0.147520629,0.040669543,36.13174103,61061.01374,1648.808172,13.09258675,0.132284242,0.037424523,0.045776706,0.04090058,0.228753094,0.275509327,0.132168912,0.039592563,27.62926613,69288.7681,1632.872736,13.06956452,0.14801082,0.059471479,0.068867197,0.040006285,0.178419968,0.243037157,0.159533113,0.040203369,28.84309025,69731.38101,1712.018987,13.12531966,0.13820948,0.054970432,13.12531966,0.040873328,0.179368027,0.179368027,0.245063606,0.109334677,27.70928196,70589.29563,1717.68922,13.17841184,0.140835916,0.054212381,13.17841184,0.042774526,0.17237903,0.17237903,0.249964368,0.110467217,32.80156028,65611.43559,1689.424558,12.90899731,0.12927282,0.05569649,12.90899731,0.032844248,0.201587807,0.201587807,0.235449301,0.106753518,41.45562614,60905.3796,1495.026619,12.49388585,0.108529086,0.069694561,12.49388585,0.022416833,0.216873058,0.216873058,0.191430593,0.104541905,26.59067302,72817.73482,1758.569313,13.27509267,0.144957981,0.052457647,13.27509267,0.043982109,0.174438766,0.174438766,0.249601386,0.108076631,37.52724737,59918.4864,1638.113342,12.91123415,0.135337476,0.039943528,12.91123415,0.028333786,0.218381145,0.218381145,0.275389327,0.100728909,28.35954716,68786.94327,1705.307544,13.09675827,0.135918846,0.054256208,13.09675827,0.040038251,0.187550209,0.187550209,0.237746075,0.108017344
30,30,30,31,Lowell,-6.2,0,0,0,0,-4.7,0,0,-8.3,0,0,-11.6,0,-5.3,0,0,-8.8,0,0,-4.7,0,-5.2,-50,0,-10.5,-50,0,-15.8,0,0,-50,0,53.69237759,93906.94851,966.6772277,15.08161934,0.26652256,0.054151479,0.178282003,0.10900299,0.091301922,0.189744324,0.105105129,0.013944036,53.74239723,95692.55168,952.3102686,15.0947776,0.268661483,0.055667,0.178439537,0.112736942,0.08758794,0.187670244,0.103380423,0.013103222,54.28543859,66593.05694,1148.97633,14.84691796,0.26622071,0.040316031,0.190114208,0.069286891,0.128761082,0.201761403,0.09353118,0.021478142,52.43733766,75303.02999,1102.031446,14.56227548,0.26118942,0.069790404,0.165097298,0.054136415,0.066111721,0.199937888,0.214081176,0.038550643,52.55206879,88833.58929,993.4593715,15.02015181,0.27098056,0.043112367,0.189132394,0.092375539,0.100998516,0.185079916,0.123088729,0.005119238,54.5242764,107914.9492,890.03126,15.80434679,0.222780898,0.025134417,0.281283993,0.123759392,0.160253685,0.100747403,0.059097988,0.028680076,53.39929475,82124.77385,1093.444743,14.98085806,0.231313811,0.042229005,0.162251617,0.08225048,0.125151896,0.211894254,0.141213519,0.026160779,54.10218617,87453.60943,977.1886792,15.05825496,0.252001502,0.047496985,15.05825496,0.106059368,0.108980626,0.108980626,0.208757933,0.064479509,54.14855513,89591.15133,969.4586721,15.08019584,0.253761809,0.049237424,15.08019584,0.109767626,0.105464749,0.105464749,0.208092238,0.062877894,53.06024396,59679.02726,1106.416856,14.98104785,0.26004003,0.018142633,14.98104785,0.060057676,0.150364643,0.150364643,0.223377271,0.058707144,52.85605158,78485.89191,1118.866859,14.88762775,0.226183322,0.053615889,14.88762775,0.067943364,0.127711845,0.127711845,0.169969887,0.12523475,53.74823615,75947.4942,989.8855998,14.75834416,0.232078207,0.04227174,14.75834416,0.078261579,0.126239999,0.126239999,0.200917063,0.095421977,54.60938752,103666.9995,889.9999958,15.85794648,0.28571428,0.034843204,15.85794648,0.134146344,0.123693375,0.123693375,0.121951222,0.069686407,54.92561193,72504.11605,1005.213212,14.69748727,0.205066361,0.043883809,14.69748727,0.088869713,0.136415747,0.136415747,0.216647532,0.086966493
31,31,31,32,Washington-Hoyt,-1.3,0,0,-0.8,0,0,0,0,-5.3,0,0,-0.8,0,-3.3,0,-50,-13.7,0,0,-4.9,0,-9.7,0,-25,-17.4,0,-0.9,-77.9,-20.8,-9.7,0,-25,50.6845111,99643.74184,784.2612753,15.21795779,0.201632876,0.089054959,0.209204996,0.120278609,0.116000154,0.150040431,0.075300941,0.018492543,50.72686733,100261.7137,780.4009203,15.21634234,0.20058042,0.091700265,0.209374515,0.121876086,0.113334391,0.148376007,0.07523651,0.018363395,51.52026141,86190.4161,849.436702,15.21502415,0.232138908,0.046234045,0.190973719,0.08052371,0.129670717,0.211485493,0.091642917,0.022971994,52.11281454,81018.92383,666.7456735,14.82928452,0.210371075,0.035040412,0.229366827,0.052647372,0.160322347,0.23242354,0.084689325,0.032178771,48.94185567,98402.81461,754.2552698,15.22097925,0.20249216,0.082415754,0.214847599,0.117693381,0.140337859,0.131115984,0.07498539,0.01930419,54.5242764,107914.9492,890.03126,15.80434679,0.222780898,0.025134417,0.281283993,0.123759392,0.160253685,0.100747403,0.059097988,0.028680076,50.6310414,94788.03408,819.2644969,15.23778537,0.209547831,0.065176444,0.211685586,0.111526383,0.138428553,0.161568851,0.076571743,0.019401026,51.00324807,94071.23465,799.2645669,15.13999774,0.204784559,0.081539858,15.13999774,0.107190255,0.121487004,0.121487004,0.187549721,0.040548143,51.05849823,94804.03257,798.4937679,15.13903164,0.202054121,0.084417357,15.13903164,0.109738661,0.118939415,0.118939415,0.187020821,0.040856229,50.50660611,73573.89216,970.3870032,15.3784599,0.29402041,0.013807141,15.3784599,0.048260845,0.141536375,0.141536375,0.247577491,0.040982062,52.64272681,80857.42624,604.90774,14.88000788,0.267028672,0.026623501,14.88000788,0.015437198,0.171415704,0.171415704,0.233856135,0.025728663,49.25802921,97501.16471,745.2405256,15.14849342,0.199599218,0.075719179,15.14849342,0.112167602,0.148335456,0.148335456,0.150685504,0.040883285,54.60938752,103666.9995,889.9999958,15.85794648,0.28571428,0.034843204,15.85794648,0.134146344,0.123693375,0.123693375,0.121951222,0.069686407,51.39458995,89127.16593,747.3960683,15.0043419,0.206860182,0.07168278,15.0043419,0.087381876,0.136718272,0.136718272,0.193320739,0.03354305
